Description,Food,Service,Atmosphere,Price,labe
Delicious food! Great place! I'll be back for sure!!,1,0,0,0,1
"Good food, different from the norm!",1,0,0,0,1
"The quality of the food is excellent. The wait staff are all so nice, and treated us so well. They are super accommodating and the service is good. The atmosphere is very laid back, yet classy. It is great for people of all ages--and could be romantic for a date, or fun for a larger group. Very unusual menu items.  Highly recommend the Lobster roll and the Red wine sangria.",1,1,1,0,1
"Open minded about the combinations, the food is amazing!",1,0,0,0,1
Eat here!,1,0,0,0,1
"Try everything , you will not be disappointed",1,0,0,0,1
Awesome food!! Awesome service. The best place in town!,1,1,0,0,1
Pace your ordering so that all the delicious items don't come out at the same time.,1,0,0,0,1
Excellent food and service.,1,1,0,0,1
Great service and great good.,1,1,0,0,1
"All the food we ordered was delicious. Flavor was creative and refreshing. Hanger steak stir fry is great. Only that the portion is a little small, so be prepared to try a lot of dishes.",1,0,0,0,1
"Nice menu selection, lovely atmosphere, very good food!",1,0,1,0,1
Good food but not too many vegetarian options.,1,0,0,0,1
Be open minded and try different items. All are great.,1,0,0,0,1
Excellent food!!,1,0,0,0,1
"We went on a Friday evening and it was very crowded, the place is on the small side and congested , a little on the noisy side as well, however the food was OUTSTANDING ! Definitely try this place but I suggest on an off night such as a Tuesday or Wednesday .",1,0,1,0,1
Great food - very unique,1,0,0,0,1
Great food and even better staff love it!!!,1,1,0,0,1
Food is incredible! The staff are extremely personable. If it's busy and you have to wait then do so because it's well worth the wait. Chicken cordon blue is delicious & their fried Oreos are to die for.,1,1,0,0,1
excellent food,1,0,0,0,1
"great food, great service, We love this place and will definitely go back again.",1,1,0,0,1
Definitely recommend! Amazing and delicious!,1,0,0,0,1
"Wow, what can I say, the experience at Vinoco was excellent. From Carlos the Owner/Chef welcoming us to the restaurant was so warming, And Hugo ( our personal Waiter that took care of us so well) he was so great, he explained all the dishes I asked him about. He was very friendly and personable, courteous. The food, was THE BEST, OMG, I will be there on Tuesday again. Please if anybody is reading this, Go to Vinoco, it is a wonderful experience, and you will love the food. :)",1,1,0,0,1
"Brilliant place, excellent ceviche.  Owner is always present, friendly, and willing to discuss the food if you so desire.  Pricing is good.  Will certainly return.",1,0,0,1,1
The food is very different and good for sharing.,1,0,0,0,1
"Amazing fun. The food is absolutely delicious...not low calorie or health conscious ... But a definite ""must go"" !",1,0,0,0,1
"The service was excellent the waiter was very helpful and made you feel comfortable,.. the chef / i think owner walked by and said hello. So  close to home and very friendly staff. I believe our waiter was the chef cousin. He was especially helpful thank you !",0,1,0,0,1
Leave room for dessert,0,0,0,0,1
Yummy food.  Wonderful and warm service.  Creative Menu!  Very helpful with accommodating gluten allergy.  I will be back! :),1,1,0,0,1
"Not much ambience, but it's good for a casual dinner with friends. The service was good and their seafood paella was really good. Most of their tapas were tasty except I'd stay away from the prosciutto wrapped appetizer dish..it was way too salty.",1,1,1,0,1
If you're in the area you absolutely have to stop in at vinoco. The food is amazing to say the least. Great service and friendly staff. I'm definitely going again... Really soon,1,1,0,0,1
Get the hanger steak. It was amazing.,1,0,0,0,1
Excellent food and excellent service!  Loved it!,1,1,0,0,1
Be sure to make a reservation.  Food is delicious and service is quick!,1,1,0,0,1
Great meal!,1,0,0,0,1
"come hungry, the food is delicious!!",1,0,0,0,1
The food was amazing. The staff super nice. The chef came out to talk to us. I will definitely go back again very soon.,1,1,0,0,1
Awesome food and Service.  Well worth the Groupon.,1,1,0,0,1
I love this restaurant!,0,0,0,0,1
Great food,1,0,0,0,1
Get the fried Oreos!! Everything was great. Small portions of delicious food. Be sure to make a reservation,1,0,0,0,1
coupon is as is..... no problem,0,0,0,0,1
"I found the Food very innovative, interesting and delicious. The only negative is the ambiance! They have to make this a more appealing space!",1,0,1,0,1
Expect small plates and big glasses of sangria.,1,0,0,0,1
This place isn't for the unadventurous. Most of the dishes have an assortment of seasonings and cream based sauces. If you're a steak& potatoes kind of person this isn't the place for you.Weak stomachs beware,1,0,0,0,0
"Get the very cherry sangria, the paella lollipops and steak skewers",1,0,0,0,1
Great food and great service.  Prices are reasonable too,1,1,0,1,1
Great food,1,0,0,0,1
Make a reservation,0,0,0,0,1
The hangar steak is amazing. Loved the pop sampler and fried Oreos for dessert is a must!,1,0,0,0,1
"A bit noisy, but excellent tapas choices",1,0,1,0,1
Try items you wouldn't normally order.  The combinations will thoroughly surprise and delight you.,1,0,0,0,1
Food and service are great.  Sangria is worth the price.,1,1,0,0,1
Large eclectic menu. Everything's great. Service friendly and attentive.,1,1,0,0,1
Check the menu and prices before you go,0,0,0,1,1
"Great food, great service and great atmosphere. A complete package.",1,1,1,0,1
"Excellent food and service.  I love, love, love Vinoco!",1,1,0,0,1
expensive but good very small restaurant,0,0,0,0,1
"Great food, great service!",1,1,0,0,1
Great place! Drinks are a bit overpriced though!,0,0,0,1,1
Can't wait to go back,0,0,0,0,1
Loved it - will absolutely be back!!!,0,0,0,0,1
Would go back,0,0,0,0,1
"Had a great time... Delicious food, friendly staff. Would definitely come back.",1,1,0,0,1
can't wait to come back.,0,0,0,0,1
Would love to go back,0,0,0,0,1
"This place is tiny. We went there on the hottest day of this summer. The air conditioning didn't seem enough, but the AMAZING food and accomadating service compensated this problem. We will definitely go back to this place.",1,1,0,0,1
We had awesome service and our waiter was very knowledgeable about the food he was serving. Overall we had a great experience.,1,1,0,0,1
Delicious,1,0,0,0,1
This is a lovely restaurant!  You do a great job!,0,0,0,0,1
I would serve the delicious sangria in a nicer glass . I would also slow down service alittle,1,1,0,0,1
"Excellent service and excellent food, definitely going back for more tapas.",1,1,0,0,1
"Loved the food, very tasty and flavorful. I hope they improve the Sangria and start serving pitchers of it.",1,1,0,0,1
Will definitely return with friends.,0,0,0,0,1
We really liked the rustic and authentic feel. The only thing is that the waiter was getting confused with our order even though he had it written down so some other wait staff would come and confirm and check on us because there was a bit of a wait with every course even with wine. We did not mind and will come back.,0,1,1,0,1
"Nice placement, great food. Restaurant a little small and cramped. You also have to order a lot of food on order to have enough, very pricey",1,0,0,1,1
This place is a must go,0,0,0,0,1
There sangrias r tasty but not to strong,1,0,0,0,1
you should try to get a bigger location. Everything was amazing except for thee fact that we were all on top of each other,0,0,0,0,1
"A little over priced, but still very good",0,0,0,1,1
We had an amazing meal and can't wait to go back,1,0,0,0,1
Friendly service and very accommodating. Food was great!,1,1,0,0,1
We want to thank the chefs for a great experience. We sat at the counter and had a chance to chat with them as they worked their magic. The fabulous variety of foods we savoured will definitely have us coming back for more.,1,1,0,0,1
"Excellent prices, food and customer service",1,1,0,1,1
a great little place,0,0,0,0,1
"Great service, fun atmosphere!",0,1,1,0,1
Great restaurant---food was delicious,1,0,0,0,1
"Everything we ordered was wonderful, have recommended the restaurant to many friends and will definitely go again",1,0,0,0,1
The food was incredible!!,1,0,0,0,1
"The service was attentive and courteous. The food was fabulous with alot of taste, but not overwhelming. My husband and I went there for the first time and will definitely be coming back to try other items on the menu.",1,1,0,0,1
the food and the staff were amazing. My friend and i will definitely be coming back,1,1,0,0,1
Great people!!,0,1,0,0,1
Thank you for a wonderful evening.  We have not had such great tapas since we were in Barcelona a few years ago.  We will be back.,1,0,0,0,1
Bring back the salad trio,0,0,0,0,1
Thank you for a beautiful mea,1,0,0,0,1
"Your resturant was a very lovely place the chef and head waiter could not have been
any kinder or more helpful. We enjoyed our lunch. Thank you",0,1,0,0,1
Loved the food and our waitress,1,1,0,0,1
We will be back soon!,0,0,0,0,1
"The staff was kind, welcoming and knew the menu well. Great food and fun atmosphere.",1,1,1,0,1
"amazing food, amazing service",1,1,0,0,1
More sauces with tapas,1,0,0,0,1
"There needs to be more people helping out. I saw that there was a manager doing everything. A manaher's job is to oversee things. The person who they choose to hire must be bilingual. There was a very hard working man bussing tables, and attempted to take orders, but spoke such little English that pointing to the menu was the most effective method of getting an order taken.
The food is great and the people all work so hard. There is a need for more employees though. Maybe someone to just answer phones.",1,1,0,0,1
